time,type,y,newcol
30/04/22,L2_YUEN_LON_in,0,1
01/05/22,L2_YUEN_LON_in,0,1
02/05/22,L2_YUEN_LON_in,0,1
03/05/22,L2_YUEN_LON_in,0,1
04/05/22,L2_YUEN_LON_in,0,1
05/05/22,L2_YUEN_LON_in,0,1
06/05/22,L2_YUEN_LON_in,0,1
07/05/22,L2_YUEN_LON_in,0,1
08/05/22,L2_YUEN_LON_in,0,1
09/05/22,L2_YUEN_LON_in,0,1
10/05/22,L2_YUEN_LON_in,3,1
11/05/22,L2_YUEN_LON_in,0,1
12/05/22,L2_YUEN_LON_in,0,1
13/05/22,L2_YUEN_LON_in,2,1
14/05/22,L2_YUEN_LON_in,2,1
15/05/22,L2_YUEN_LON_in,1,1
16/05/22,L2_YUEN_LON_in,1,1
17/05/22,L2_YUEN_LON_in,1,1
01/03/22,L2_CENTRAL_AND_WESTERN_in,937,0
02/03/22,L2_CENTRAL_AND_WESTERN_in,1058,0
03/03/22,L2_CENTRAL_AND_WESTERN_in,923,0
04/03/22,L2_CENTRAL_AND_WESTERN_in,397,0
05/03/22,L2_CENTRAL_AND_WESTERN_in,337,0
06/03/22,L2_CENTRAL_AND_WESTERN_in,715,0
07/03/22,L2_CENTRAL_AND_WESTERN_in,966,0
08/03/22,L2_CENTRAL_AND_WESTERN_in,1091,0
09/03/22,L2_CENTRAL_AND_WESTERN_in,1061,0
10/03/22,L2_CENTRAL_AND_WESTERN_in,1020,0
11/03/22,L2_CENTRAL_AND_WESTERN_in,455,0
12/03/22,L2_CENTRAL_AND_WESTERN_in,418,0
13/03/22,L2_CENTRAL_AND_WESTERN_in,1109,0
14/03/22,L2_CENTRAL_AND_WESTERN_in,1498,0
15/03/22,L2_CENTRAL_AND_WESTERN_in,1566,0
16/03/22,L2_CENTRAL_AND_WESTERN_in,1488,0
17/03/22,L2_CENTRAL_AND_WESTERN_in,1349,0
18/03/22,L2_CENTRAL_AND_WESTERN_in,511,0
19/03/22,L2_CENTRAL_AND_WESTERN_in,583,0
20/03/22,L2_CENTRAL_AND_WESTERN_in,992,0
21/03/22,L2_CENTRAL_AND_WESTERN_in,1325,0
22/03/22,L2_CENTRAL_AND_WESTERN_in,1438,0
23/03/22,L2_CENTRAL_AND_WESTERN_in,1414,0
24/03/22,L2_CENTRAL_AND_WESTERN_in,1305,0
25/03/22,L2_CENTRAL_AND_WESTERN_in,398,0
26/03/22,L2_CENTRAL_AND_WESTERN_in,504,0
27/03/22,L2_CENTRAL_AND_WESTERN_in,1037,0
28/03/22,L2_CENTRAL_AND_WESTERN_in,1278,0
29/03/22,L2_CENTRAL_AND_WESTERN_in,1318,0
30/03/22,L2_CENTRAL_AND_WESTERN_in,1518,0
31/03/22,L2_CENTRAL_AND_WESTERN_in,1375,0
01/04/22,L2_CENTRAL_AND_WESTERN_in,481,0
02/04/22,L2_CENTRAL_AND_WESTERN_in,524,0
03/04/22,L2_CENTRAL_AND_WESTERN_in,913,0
04/04/22,L2_CENTRAL_AND_WESTERN_in,525,0
05/04/22,L2_CENTRAL_AND_WESTERN_in,895,0
06/04/22,L2_CENTRAL_AND_WESTERN_in,1359,0
07/04/22,L2_CENTRAL_AND_WESTERN_in,1194,0
08/04/22,L2_CENTRAL_AND_WESTERN_in,467,0
09/04/22,L2_CENTRAL_AND_WESTERN_in,491,0
10/04/22,L2_CENTRAL_AND_WESTERN_in,878,0
11/04/22,L2_CENTRAL_AND_WESTERN_in,1209,0
12/04/22,L2_CENTRAL_AND_WESTERN_in,1265,0
13/04/22,L2_CENTRAL_AND_WESTERN_in,1318,0
14/04/22,L2_CENTRAL_AND_WESTERN_in,465,0
15/04/22,L2_CENTRAL_AND_WESTERN_in,154,0
16/04/22,L2_CENTRAL_AND_WESTERN_in,304,0
17/04/22,L2_CENTRAL_AND_WESTERN_in,165,0
18/04/22,L2_CENTRAL_AND_WESTERN_in,890,0
19/04/22,L2_CENTRAL_AND_WESTERN_in,1336,0
20/04/22,L2_CENTRAL_AND_WESTERN_in,1457,0
21/04/22,L2_CENTRAL_AND_WESTERN_in,1214,0
22/04/22,L2_CENTRAL_AND_WESTERN_in,388,0
23/04/22,L2_CENTRAL_AND_WESTERN_in,494,0
24/04/22,L2_CENTRAL_AND_WESTERN_in,1018,0
25/04/22,L2_CENTRAL_AND_WESTERN_in,1421,0
26/04/22,L2_CENTRAL_AND_WESTERN_in,1233,0
27/04/22,L2_CENTRAL_AND_WESTERN_in,1404,0
28/04/22,L2_CENTRAL_AND_WESTERN_in,1096,0
29/04/22,L2_CENTRAL_AND_WESTERN_in,734,0
30/04/22,L2_CENTRAL_AND_WESTERN_in,341,0
01/05/22,L2_CENTRAL_AND_WESTERN_in,307,0
02/05/22,L2_CENTRAL_AND_WESTERN_in,862,0
03/05/22,L2_CENTRAL_AND_WESTERN_in,1136,0
04/05/22,L2_CENTRAL_AND_WESTERN_in,1593,0
05/05/22,L2_CENTRAL_AND_WESTERN_in,1212,0
06/05/22,L2_CENTRAL_AND_WESTERN_in,584,0
07/05/22,L2_CENTRAL_AND_WESTERN_in,201,0
08/05/22,L2_CENTRAL_AND_WESTERN_in,251,0
09/05/22,L2_CENTRAL_AND_WESTERN_in,891,0
10/05/22,L2_CENTRAL_AND_WESTERN_in,1264,0
11/05/22,L2_CENTRAL_AND_WESTERN_in,1594,0
12/05/22,L2_CENTRAL_AND_WESTERN_in,1285,0
13/05/22,L2_CENTRAL_AND_WESTERN_in,681,0
14/05/22,L2_CENTRAL_AND_WESTERN_in,266,0
15/05/22,L2_CENTRAL_AND_WESTERN_in,1432,0
16/05/22,L2_CENTRAL_AND_WESTERN_in,1269,0
17/05/22,L2_CENTRAL_AND_WESTERN_in,1724,0
01/03/22,L2_CENTRAL_AND_WESTERN_out,478,0
02/03/22,L2_CENTRAL_AND_WESTERN_out,449,0
03/03/22,L2_CENTRAL_AND_WESTERN_out,426,0
04/03/22,L2_CENTRAL_AND_WESTERN_out,339,0
05/03/22,L2_CENTRAL_AND_WESTERN_out,288,0
06/03/22,L2_CENTRAL_AND_WESTERN_out,306,0
07/03/22,L2_CENTRAL_AND_WESTERN_out,407,0
08/03/22,L2_CENTRAL_AND_WESTERN_out,441,0
09/03/22,L2_CENTRAL_AND_WESTERN_out,506,0
10/03/22,L2_CENTRAL_AND_WESTERN_out,463,0
11/03/22,L2_CENTRAL_AND_WESTERN_out,453,0
12/03/22,L2_CENTRAL_AND_WESTERN_out,332,0
13/03/22,L2_CENTRAL_AND_WESTERN_out,417,0
14/03/22,L2_CENTRAL_AND_WESTERN_out,489,0
15/03/22,L2_CENTRAL_AND_WESTERN_out,469,0
16/03/22,L2_CENTRAL_AND_WESTERN_out,533,0
17/03/22,L2_CENTRAL_AND_WESTERN_out,416,0
18/03/22,L2_CENTRAL_AND_WESTERN_out,445,0
19/03/22,L2_CENTRAL_AND_WESTERN_out,567,0
20/03/22,L2_CENTRAL_AND_WESTERN_out,270,0
21/03/22,L2_CENTRAL_AND_WESTERN_out,335,0
22/03/22,L2_CENTRAL_AND_WESTERN_out,376,0
23/03/22,L2_CENTRAL_AND_WESTERN_out,480,0
24/03/22,L2_CENTRAL_AND_WESTERN_out,371,0
25/03/22,L2_CENTRAL_AND_WESTERN_out,397,0
26/03/22,L2_CENTRAL_AND_WESTERN_out,539,0
27/03/22,L2_CENTRAL_AND_WESTERN_out,209,0
28/03/22,L2_CENTRAL_AND_WESTERN_out,281,0
29/03/22,L2_CENTRAL_AND_WESTERN_out,407,0
30/03/22,L2_CENTRAL_AND_WESTERN_out,403,0
31/03/22,L2_CENTRAL_AND_WESTERN_out,407,0
01/04/22,L2_CENTRAL_AND_WESTERN_out,359,0
02/04/22,L2_CENTRAL_AND_WESTERN_out,495,0
03/04/22,L2_CENTRAL_AND_WESTERN_out,371,0
04/04/22,L2_CENTRAL_AND_WESTERN_out,456,0
05/04/22,L2_CENTRAL_AND_WESTERN_out,285,0
06/04/22,L2_CENTRAL_AND_WESTERN_out,344,0
07/04/22,L2_CENTRAL_AND_WESTERN_out,306,0
08/04/22,L2_CENTRAL_AND_WESTERN_out,350,0
09/04/22,L2_CENTRAL_AND_WESTERN_out,490,0
10/04/22,L2_CENTRAL_AND_WESTERN_out,201,0
11/04/22,L2_CENTRAL_AND_WESTERN_out,279,0
12/04/22,L2_CENTRAL_AND_WESTERN_out,409,0
13/04/22,L2_CENTRAL_AND_WESTERN_out,385,0
14/04/22,L2_CENTRAL_AND_WESTERN_out,435,0
15/04/22,L2_CENTRAL_AND_WESTERN_out,316,0
16/04/22,L2_CENTRAL_AND_WESTERN_out,440,0
17/04/22,L2_CENTRAL_AND_WESTERN_out,190,0
18/04/22,L2_CENTRAL_AND_WESTERN_out,222,0
19/04/22,L2_CENTRAL_AND_WESTERN_out,444,0
20/04/22,L2_CENTRAL_AND_WESTERN_out,396,0
21/04/22,L2_CENTRAL_AND_WESTERN_out,269,0
22/04/22,L2_CENTRAL_AND_WESTERN_out,190,0
23/04/22,L2_CENTRAL_AND_WESTERN_out,696,0
24/04/22,L2_CENTRAL_AND_WESTERN_out,535,0
25/04/22,L2_CENTRAL_AND_WESTERN_out,327,0
26/04/22,L2_CENTRAL_AND_WESTERN_out,55,0
27/04/22,L2_CENTRAL_AND_WESTERN_out,272,0
28/04/22,L2_CENTRAL_AND_WESTERN_out,61,0
29/04/22,L2_CENTRAL_AND_WESTERN_out,925,0
30/04/22,L2_CENTRAL_AND_WESTERN_out,204,0
01/05/22,L2_CENTRAL_AND_WESTERN_out,597,0
02/05/22,L2_CENTRAL_AND_WESTERN_out,27,0
03/05/22,L2_CENTRAL_AND_WESTERN_out,66,0
04/05/22,L2_CENTRAL_AND_WESTERN_out,732,0
05/05/22,L2_CENTRAL_AND_WESTERN_out,50,0
06/05/22,L2_CENTRAL_AND_WESTERN_out,405,0
07/05/22,L2_CENTRAL_AND_WESTERN_out,69,0
08/05/22,L2_CENTRAL_AND_WESTERN_out,442,0
09/05/22,L2_CENTRAL_AND_WESTERN_out,26,0
10/05/22,L2_CENTRAL_AND_WESTERN_out,83,0
11/05/22,L2_CENTRAL_AND_WESTERN_out,475,0
12/05/22,L2_CENTRAL_AND_WESTERN_out,57,0
13/05/22,L2_CENTRAL_AND_WESTERN_out,635,0
14/05/22,L2_CENTRAL_AND_WESTERN_out,46,0
15/05/22,L2_CENTRAL_AND_WESTERN_out,1274,0
16/05/22,L2_CENTRAL_AND_WESTERN_out,72,0
17/05/22,L2_CENTRAL_AND_WESTERN_out,1014,0
01/03/22,L2_EASTERN_in,366,0
02/03/22,L2_EASTERN_in,552,0
03/03/22,L2_EASTERN_in,496,0
04/03/22,L2_EASTERN_in,544,0
05/03/22,L2_EASTERN_in,377,0
06/03/22,L2_EASTERN_in,237,0
07/03/22,L2_EASTERN_in,443,0
08/03/22,L2_EASTERN_in,545,0
09/03/22,L2_EASTERN_in,577,0
10/03/22,L2_EASTERN_in,455,0
11/03/22,L2_EASTERN_in,595,0
12/03/22,L2_EASTERN_in,490,0
13/03/22,L2_EASTERN_in,230,0
14/03/22,L2_EASTERN_in,468,0
15/03/22,L2_EASTERN_in,608,0
16/03/22,L2_EASTERN_in,491,0
17/03/22,L2_EASTERN_in,541,0
18/03/22,L2_EASTERN_in,477,0
19/03/22,L2_EASTERN_in,379,0
20/03/22,L2_EASTERN_in,159,0
21/03/22,L2_EASTERN_in,520,0
22/03/22,L2_EASTERN_in,557,0
23/03/22,L2_EASTERN_in,491,0
24/03/22,L2_EASTERN_in,476,0
25/03/22,L2_EASTERN_in,358,0
26/03/22,L2_EASTERN_in,365,0
27/03/22,L2_EASTERN_in,209,0
28/03/22,L2_EASTERN_in,436,0
29/03/22,L2_EASTERN_in,416,0
30/03/22,L2_EASTERN_in,604,0
31/03/22,L2_EASTERN_in,529,0
01/04/22,L2_EASTERN_in,396,0
02/04/22,L2_EASTERN_in,306,0
03/04/22,L2_EASTERN_in,324,0
04/04/22,L2_EASTERN_in,576,0
05/04/22,L2_EASTERN_in,285,0
06/04/22,L2_EASTERN_in,770,0
07/04/22,L2_EASTERN_in,574,0
08/04/22,L2_EASTERN_in,473,0
09/04/22,L2_EASTERN_in,334,0
10/04/22,L2_EASTERN_in,222,0
11/04/22,L2_EASTERN_in,606,0
12/04/22,L2_EASTERN_in,603,0
13/04/22,L2_EASTERN_in,700,0
14/04/22,L2_EASTERN_in,476,0
15/04/22,L2_EASTERN_in,121,0
16/04/22,L2_EASTERN_in,119,0
17/04/22,L2_EASTERN_in,202,0
18/04/22,L2_EASTERN_in,260,0
19/04/22,L2_EASTERN_in,752,0
20/04/22,L2_EASTERN_in,838,0
21/04/22,L2_EASTERN_in,717,0
22/04/22,L2_EASTERN_in,379,0
23/04/22,L2_EASTERN_in,364,0
24/04/22,L2_EASTERN_in,369,0
25/04/22,L2_EASTERN_in,719,0
26/04/22,L2_EASTERN_in,457,0
27/04/22,L2_EASTERN_in,769,0
28/04/22,L2_EASTERN_in,428,0
29/04/22,L2_EASTERN_in,730,0
30/04/22,L2_EASTERN_in,288,0
01/05/22,L2_EASTERN_in,315,0
02/05/22,L2_EASTERN_in,169,0
03/05/22,L2_EASTERN_in,450,0
04/05/22,L2_EASTERN_in,889,0
05/05/22,L2_EASTERN_in,571,0
06/05/22,L2_EASTERN_in,462,0
07/05/22,L2_EASTERN_in,219,0
08/05/22,L2_EASTERN_in,239,0
09/05/22,L2_EASTERN_in,170,0
10/05/22,L2_EASTERN_in,467,0
11/05/22,L2_EASTERN_in,711,0
12/05/22,L2_EASTERN_in,528,0
13/05/22,L2_EASTERN_in,699,0
14/05/22,L2_EASTERN_in,276,0
15/05/22,L2_EASTERN_in,901,0
16/05/22,L2_EASTERN_in,482,0
17/05/22,L2_EASTERN_in,1048,0
01/03/22,L2_EASTERN_out,142,0
02/03/22,L2_EASTERN_out,107,0
03/03/22,L2_EASTERN_out,198,0
04/03/22,L2_EASTERN_out,193,0
05/03/22,L2_EASTERN_out,177,0
06/03/22,L2_EASTERN_out,108,0
07/03/22,L2_EASTERN_out,164,0
08/03/22,L2_EASTERN_out,152,0
09/03/22,L2_EASTERN_out,137,0
10/03/22,L2_EASTERN_out,101,0
11/03/22,L2_EASTERN_out,129,0
12/03/22,L2_EASTERN_out,122,0
13/03/22,L2_EASTERN_out,112,0
14/03/22,L2_EASTERN_out,156,0
15/03/22,L2_EASTERN_out,147,0
16/03/22,L2_EASTERN_out,139,0
17/03/22,L2_EASTERN_out,92,0
18/03/22,L2_EASTERN_out,100,0
19/03/22,L2_EASTERN_out,87,0
20/03/22,L2_EASTERN_out,80,0
21/03/22,L2_EASTERN_out,104,0
22/03/22,L2_EASTERN_out,107,0
23/03/22,L2_EASTERN_out,101,0
24/03/22,L2_EASTERN_out,98,0
25/03/22,L2_EASTERN_out,84,0
26/03/22,L2_EASTERN_out,51,0
27/03/22,L2_EASTERN_out,43,0
28/03/22,L2_EASTERN_out,105,0
29/03/22,L2_EASTERN_out,95,0
30/03/22,L2_EASTERN_out,92,0
31/03/22,L2_EASTERN_out,71,0
01/04/22,L2_EASTERN_out,66,0
02/04/22,L2_EASTERN_out,37,0
03/04/22,L2_EASTERN_out,24,0
04/04/22,L2_EASTERN_out,61,0
05/04/22,L2_EASTERN_out,57,0
06/04/22,L2_EASTERN_out,98,0
07/04/22,L2_EASTERN_out,94,0
08/04/22,L2_EASTERN_out,62,0
09/04/22,L2_EASTERN_out,33,0
10/04/22,L2_EASTERN_out,26,0
11/04/22,L2_EASTERN_out,114,0
12/04/22,L2_EASTERN_out,92,0
13/04/22,L2_EASTERN_out,74,0
14/04/22,L2_EASTERN_out,57,0
15/04/22,L2_EASTERN_out,17,0
16/04/22,L2_EASTERN_out,29,0
17/04/22,L2_EASTERN_out,18,0
18/04/22,L2_EASTERN_out,49,0
19/04/22,L2_EASTERN_out,129,0
20/04/22,L2_EASTERN_out,105,0
21/04/22,L2_EASTERN_out,111,0
22/04/22,L2_EASTERN_out,70,0
23/04/22,L2_EASTERN_out,52,0
24/04/22,L2_EASTERN_out,35,0
25/04/22,L2_EASTERN_out,71,0
26/04/22,L2_EASTERN_out,101,0
27/04/22,L2_EASTERN_out,125,0
28/04/22,L2_EASTERN_out,74,0
29/04/22,L2_EASTERN_out,157,0
30/04/22,L2_EASTERN_out,104,0
01/05/22,L2_EASTERN_out,21,0
02/05/22,L2_EASTERN_out,98,0
03/05/22,L2_EASTERN_out,77,0
04/05/22,L2_EASTERN_out,122,0
05/05/22,L2_EASTERN_out,101,0
06/05/22,L2_EASTERN_out,87,0
07/05/22,L2_EASTERN_out,62,0
08/05/22,L2_EASTERN_out,26,0
09/05/22,L2_EASTERN_out,33,0
10/05/22,L2_EASTERN_out,105,0
11/05/22,L2_EASTERN_out,79,0
12/05/22,L2_EASTERN_out,83,0
13/05/22,L2_EASTERN_out,92,0
14/05/22,L2_EASTERN_out,77,0
15/05/22,L2_EASTERN_out,60,0
16/05/22,L2_EASTERN_out,129,0
17/05/22,L2_EASTERN_out,81,0
01/03/22,L2_ISLANDS_in,6,0
02/03/22,L2_ISLANDS_in,73,0
03/03/22,L2_ISLANDS_in,43,0
04/03/22,L2_ISLANDS_in,95,0
05/03/22,L2_ISLANDS_in,37,0
06/03/22,L2_ISLANDS_in,2,0
07/03/22,L2_ISLANDS_in,87,0
08/03/22,L2_ISLANDS_in,82,0
09/03/22,L2_ISLANDS_in,78,0
10/03/22,L2_ISLANDS_in,124,0
11/03/22,L2_ISLANDS_in,70,0
12/03/22,L2_ISLANDS_in,56,0
13/03/22,L2_ISLANDS_in,4,0
14/03/22,L2_ISLANDS_in,170,0
15/03/22,L2_ISLANDS_in,152,0
16/03/22,L2_ISLANDS_in,153,0
17/03/22,L2_ISLANDS_in,136,0
18/03/22,L2_ISLANDS_in,112,0
19/03/22,L2_ISLANDS_in,51,0
20/03/22,L2_ISLANDS_in,3,0
21/03/22,L2_ISLANDS_in,144,0
22/03/22,L2_ISLANDS_in,149,0
23/03/22,L2_ISLANDS_in,129,0
24/03/22,L2_ISLANDS_in,128,0
25/03/22,L2_ISLANDS_in,109,0
26/03/22,L2_ISLANDS_in,71,0
27/03/22,L2_ISLANDS_in,38,0
28/03/22,L2_ISLANDS_in,170,0
29/03/22,L2_ISLANDS_in,115,0
30/03/22,L2_ISLANDS_in,190,0
31/03/22,L2_ISLANDS_in,125,0
01/04/22,L2_ISLANDS_in,95,0
02/04/22,L2_ISLANDS_in,63,0
03/04/22,L2_ISLANDS_in,54,0
04/04/22,L2_ISLANDS_in,76,0
05/04/22,L2_ISLANDS_in,54,0
06/04/22,L2_ISLANDS_in,169,0
07/04/22,L2_ISLANDS_in,145,0
08/04/22,L2_ISLANDS_in,69,0
09/04/22,L2_ISLANDS_in,77,0
10/04/22,L2_ISLANDS_in,52,0
11/04/22,L2_ISLANDS_in,122,0
12/04/22,L2_ISLANDS_in,145,0
13/04/22,L2_ISLANDS_in,163,0
14/04/22,L2_ISLANDS_in,89,0
15/04/22,L2_ISLANDS_in,7,0
16/04/22,L2_ISLANDS_in,4,0
17/04/22,L2_ISLANDS_in,3,0
18/04/22,L2_ISLANDS_in,42,0
19/04/22,L2_ISLANDS_in,183,0
20/04/22,L2_ISLANDS_in,211,0
21/04/22,L2_ISLANDS_in,138,0
22/04/22,L2_ISLANDS_in,74,0
23/04/22,L2_ISLANDS_in,50,0
24/04/22,L2_ISLANDS_in,67,0
25/04/22,L2_ISLANDS_in,91,0
26/04/22,L2_ISLANDS_in,123,0
27/04/22,L2_ISLANDS_in,148,0
28/04/22,L2_ISLANDS_in,85,0
29/04/22,L2_ISLANDS_in,99,0
30/04/22,L2_ISLANDS_in,97,0
01/05/22,L2_ISLANDS_in,5,0
02/05/22,L2_ISLANDS_in,48,0
03/05/22,L2_ISLANDS_in,104,0
04/05/22,L2_ISLANDS_in,163,0
05/05/22,L2_ISLANDS_in,139,0
06/05/22,L2_ISLANDS_in,123,0
07/05/22,L2_ISLANDS_in,53,0
08/05/22,L2_ISLANDS_in,7,0
09/05/22,L2_ISLANDS_in,42,0
10/05/22,L2_ISLANDS_in,108,0
11/05/22,L2_ISLANDS_in,167,0
12/05/22,L2_ISLANDS_in,144,0
13/05/22,L2_ISLANDS_in,67,0
14/05/22,L2_ISLANDS_in,79,0
15/05/22,L2_ISLANDS_in,48,0
16/05/22,L2_ISLANDS_in,125,0
17/05/22,L2_ISLANDS_in,135,0
01/03/22,L2_ISLANDS_out,0,0
02/03/22,L2_ISLANDS_out,0,0
03/03/22,L2_ISLANDS_out,1,0
04/03/22,L2_ISLANDS_out,23,0
05/03/22,L2_ISLANDS_out,0,0
06/03/22,L2_ISLANDS_out,0,0
07/03/22,L2_ISLANDS_out,0,0
08/03/22,L2_ISLANDS_out,2,0
09/03/22,L2_ISLANDS_out,0,0
10/03/22,L2_ISLANDS_out,1,0
11/03/22,L2_ISLANDS_out,2,0
12/03/22,L2_ISLANDS_out,1,0
13/03/22,L2_ISLANDS_out,1,0
14/03/22,L2_ISLANDS_out,1,0
15/03/22,L2_ISLANDS_out,0,0
16/03/22,L2_ISLANDS_out,0,0
17/03/22,L2_ISLANDS_out,0,0
18/03/22,L2_ISLANDS_out,0,0
19/03/22,L2_ISLANDS_out,0,0
20/03/22,L2_ISLANDS_out,0,0
21/03/22,L2_ISLANDS_out,0,0
22/03/22,L2_ISLANDS_out,0,0
23/03/22,L2_ISLANDS_out,0,0
24/03/22,L2_ISLANDS_out,0,0
25/03/22,L2_ISLANDS_out,0,0
26/03/22,L2_ISLANDS_out,0,0
27/03/22,L2_ISLANDS_out,0,0
28/03/22,L2_ISLANDS_out,0,0
29/03/22,L2_ISLANDS_out,0,0
30/03/22,L2_ISLANDS_out,0,0
31/03/22,L2_ISLANDS_out,2,0
01/04/22,L2_ISLANDS_out,0,0
02/04/22,L2_ISLANDS_out,0,0
03/04/22,L2_ISLANDS_out,0,0
04/04/22,L2_ISLANDS_out,0,0
05/04/22,L2_ISLANDS_out,0,0
06/04/22,L2_ISLANDS_out,0,0
07/04/22,L2_ISLANDS_out,4,0
08/04/22,L2_ISLANDS_out,1,0
09/04/22,L2_ISLANDS_out,2,0
10/04/22,L2_ISLANDS_out,3,0
11/04/22,L2_ISLANDS_out,0,0
12/04/22,L2_ISLANDS_out,6,0
13/04/22,L2_ISLANDS_out,3,0
14/04/22,L2_ISLANDS_out,3,0
15/04/22,L2_ISLANDS_out,7,0
16/04/22,L2_ISLANDS_out,4,0
17/04/22,L2_ISLANDS_out,3,0
18/04/22,L2_ISLANDS_out,2,0
19/04/22,L2_ISLANDS_out,7,0
20/04/22,L2_ISLANDS_out,5,0
21/04/22,L2_ISLANDS_out,5,0
22/04/22,L2_ISLANDS_out,2,0
23/04/22,L2_ISLANDS_out,5,0
24/04/22,L2_ISLANDS_out,8,0
25/04/22,L2_ISLANDS_out,2,0
26/04/22,L2_ISLANDS_out,7,0
27/04/22,L2_ISLANDS_out,7,0
28/04/22,L2_ISLANDS_out,5,0
29/04/22,L2_ISLANDS_out,3,0
30/04/22,L2_ISLANDS_out,4,0
01/05/22,L2_ISLANDS_out,5,0
02/05/22,L2_ISLANDS_out,7,0
03/05/22,L2_ISLANDS_out,9,0
04/05/22,L2_ISLANDS_out,9,0
05/05/22,L2_ISLANDS_out,1,0
06/05/22,L2_ISLANDS_out,6,0
07/05/22,L2_ISLANDS_out,10,0
08/05/22,L2_ISLANDS_out,7,0
09/05/22,L2_ISLANDS_out,3,0
10/05/22,L2_ISLANDS_out,9,0
11/05/22,L2_ISLANDS_out,5,0
12/05/22,L2_ISLANDS_out,3,0
13/05/22,L2_ISLANDS_out,9,0
14/05/22,L2_ISLANDS_out,18,0
15/05/22,L2_ISLANDS_out,11,0
16/05/22,L2_ISLANDS_out,12,0
17/05/22,L2_ISLANDS_out,8,0
01/03/22,L2_KOWLOON_CITY_in,105,0
02/03/22,L2_KOWLOON_CITY_in,165,0
03/03/22,L2_KOWLOON_CITY_in,171,0
04/03/22,L2_KOWLOON_CITY_in,158,0
05/03/22,L2_KOWLOON_CITY_in,337,0
06/03/22,L2_KOWLOON_CITY_in,31,0
07/03/22,L2_KOWLOON_CITY_in,161,0
08/03/22,L2_KOWLOON_CITY_in,215,0
09/03/22,L2_KOWLOON_CITY_in,225,0
10/03/22,L2_KOWLOON_CITY_in,180,0
11/03/22,L2_KOWLOON_CITY_in,189,0
12/03/22,L2_KOWLOON_CITY_in,141,0
13/03/22,L2_KOWLOON_CITY_in,79,0
14/03/22,L2_KOWLOON_CITY_in,183,0
15/03/22,L2_KOWLOON_CITY_in,189,0
16/03/22,L2_KOWLOON_CITY_in,162,0
17/03/22,L2_KOWLOON_CITY_in,170,0
18/03/22,L2_KOWLOON_CITY_in,154,0
19/03/22,L2_KOWLOON_CITY_in,280,0
20/03/22,L2_KOWLOON_CITY_in,42,0
21/03/22,L2_KOWLOON_CITY_in,141,0
22/03/22,L2_KOWLOON_CITY_in,169,0
23/03/22,L2_KOWLOON_CITY_in,171,0
24/03/22,L2_KOWLOON_CITY_in,139,0
25/03/22,L2_KOWLOON_CITY_in,96,0
26/03/22,L2_KOWLOON_CITY_in,317,0
27/03/22,L2_KOWLOON_CITY_in,47,0
28/03/22,L2_KOWLOON_CITY_in,131,0
29/03/22,L2_KOWLOON_CITY_in,145,0
30/03/22,L2_KOWLOON_CITY_in,179,0
31/03/22,L2_KOWLOON_CITY_in,114,0
01/04/22,L2_KOWLOON_CITY_in,164,0
02/04/22,L2_KOWLOON_CITY_in,237,0
03/04/22,L2_KOWLOON_CITY_in,70,0
04/04/22,L2_KOWLOON_CITY_in,153,0
05/04/22,L2_KOWLOON_CITY_in,41,0
06/04/22,L2_KOWLOON_CITY_in,162,0
07/04/22,L2_KOWLOON_CITY_in,143,0
08/04/22,L2_KOWLOON_CITY_in,150,0
09/04/22,L2_KOWLOON_CITY_in,228,0
10/04/22,L2_KOWLOON_CITY_in,46,0
11/04/22,L2_KOWLOON_CITY_in,124,0
12/04/22,L2_KOWLOON_CITY_in,134,0
13/04/22,L2_KOWLOON_CITY_in,150,0
14/04/22,L2_KOWLOON_CITY_in,193,0
15/04/22,L2_KOWLOON_CITY_in,60,0
16/04/22,L2_KOWLOON_CITY_in,112,0
17/04/22,L2_KOWLOON_CITY_in,26,0
18/04/22,L2_KOWLOON_CITY_in,36,0
19/04/22,L2_KOWLOON_CITY_in,150,0
20/04/22,L2_KOWLOON_CITY_in,268,0
21/04/22,L2_KOWLOON_CITY_in,205,0
22/04/22,L2_KOWLOON_CITY_in,112,0
23/04/22,L2_KOWLOON_CITY_in,172,0
24/04/22,L2_KOWLOON_CITY_in,82,0
25/04/22,L2_KOWLOON_CITY_in,199,0
26/04/22,L2_KOWLOON_CITY_in,121,0
27/04/22,L2_KOWLOON_CITY_in,194,0
28/04/22,L2_KOWLOON_CITY_in,147,0
29/04/22,L2_KOWLOON_CITY_in,130,0
30/04/22,L2_KOWLOON_CITY_in,214,0
01/05/22,L2_KOWLOON_CITY_in,57,0
02/05/22,L2_KOWLOON_CITY_in,31,0
03/05/22,L2_KOWLOON_CITY_in,123,0
04/05/22,L2_KOWLOON_CITY_in,124,0
05/05/22,L2_KOWLOON_CITY_in,154,0
06/05/22,L2_KOWLOON_CITY_in,163,0
07/05/22,L2_KOWLOON_CITY_in,146,0
08/05/22,L2_KOWLOON_CITY_in,65,0
09/05/22,L2_KOWLOON_CITY_in,17,0
10/05/22,L2_KOWLOON_CITY_in,100,0
11/05/22,L2_KOWLOON_CITY_in,132,0
12/05/22,L2_KOWLOON_CITY_in,177,0
13/05/22,L2_KOWLOON_CITY_in,257,0
14/05/22,L2_KOWLOON_CITY_in,155,0
15/05/22,L2_KOWLOON_CITY_in,127,0
