time,type,y,newcol
14/03/22,L2_KOWLOON_CITY_out,210,1
15/03/22,L2_KOWLOON_CITY_out,232,1
16/03/22,L2_KOWLOON_CITY_out,159,1
17/03/22,L2_KOWLOON_CITY_out,110,1
18/03/22,L2_KOWLOON_CITY_out,185,1
19/03/22,L2_KOWLOON_CITY_out,264,1
20/03/22,L2_KOWLOON_CITY_out,167,1
21/03/22,L2_KOWLOON_CITY_out,107,1
22/03/22,L2_KOWLOON_CITY_out,162,1
23/03/22,L2_KOWLOON_CITY_out,172,1
24/03/22,L2_KOWLOON_CITY_out,140,1
25/03/22,L2_KOWLOON_CITY_out,174,1
26/03/22,L2_KOWLOON_CITY_out,323,1
27/03/22,L2_KOWLOON_CITY_out,131,1
28/03/22,L2_KOWLOON_CITY_out,107,1
29/03/22,L2_KOWLOON_CITY_out,172,1
30/03/22,L2_KOWLOON_CITY_out,183,1
31/03/22,L2_KOWLOON_CITY_out,135,1
01/04/22,L2_KOWLOON_CITY_out,195,1
02/04/22,L2_KOWLOON_CITY_out,265,1
03/04/22,L2_KOWLOON_CITY_out,236,1
04/04/22,L2_KOWLOON_CITY_out,239,1
05/04/22,L2_KOWLOON_CITY_out,167,1
06/04/22,L2_KOWLOON_CITY_out,159,1
07/04/22,L2_KOWLOON_CITY_out,189,1
08/04/22,L2_KOWLOON_CITY_out,157,1
09/04/22,L2_KOWLOON_CITY_out,250,1
10/04/22,L2_KOWLOON_CITY_out,119,1
11/04/22,L2_KOWLOON_CITY_out,101,1
12/04/22,L2_KOWLOON_CITY_out,155,1
13/04/22,L2_KOWLOON_CITY_out,148,1
14/04/22,L2_KOWLOON_CITY_out,215,1
15/04/22,L2_KOWLOON_CITY_out,183,1
16/04/22,L2_KOWLOON_CITY_out,184,1
17/04/22,L2_KOWLOON_CITY_out,118,1
18/04/22,L2_KOWLOON_CITY_out,96,1
19/04/22,L2_KOWLOON_CITY_out,178,1
20/04/22,L2_KOWLOON_CITY_out,320,1
21/04/22,L2_KOWLOON_CITY_out,213,1
22/04/22,L2_KOWLOON_CITY_out,64,1
23/04/22,L2_KOWLOON_CITY_out,311,1
24/04/22,L2_KOWLOON_CITY_out,260,1
25/04/22,L2_KOWLOON_CITY_out,239,1
26/04/22,L2_KOWLOON_CITY_out,196,1
27/04/22,L2_KOWLOON_CITY_out,126,1
28/04/22,L2_KOWLOON_CITY_out,133,1
29/04/22,L2_KOWLOON_CITY_out,208,1
30/04/22,L2_KOWLOON_CITY_out,315,1
01/05/22,L2_KOWLOON_CITY_out,97,1
02/05/22,L2_KOWLOON_CITY_out,126,1
03/05/22,L2_KOWLOON_CITY_out,137,1
04/05/22,L2_KOWLOON_CITY_out,159,1
05/05/22,L2_KOWLOON_CITY_out,86,1
06/05/22,L2_KOWLOON_CITY_out,98,1
07/05/22,L2_KOWLOON_CITY_out,65,1
08/05/22,L2_KOWLOON_CITY_out,139,1
09/05/22,L2_KOWLOON_CITY_out,49,1
10/05/22,L2_KOWLOON_CITY_out,64,1
11/05/22,L2_KOWLOON_CITY_out,83,1
12/05/22,L2_KOWLOON_CITY_out,182,1
13/05/22,L2_KOWLOON_CITY_out,338,1
14/05/22,L2_KOWLOON_CITY_out,324,1
15/05/22,L2_KOWLOON_CITY_out,405,1
16/05/22,L2_KOWLOON_CITY_out,309,1
17/05/22,L2_KOWLOON_CITY_out,360,1
01/03/22,L2_KWAI_TSING_in,161,1
02/03/22,L2_KWAI_TSING_in,254,1
03/03/22,L2_KWAI_TSING_in,311,1
04/03/22,L2_KWAI_TSING_in,271,1
05/03/22,L2_KWAI_TSING_in,220,1
06/03/22,L2_KWAI_TSING_in,95,1
07/03/22,L2_KWAI_TSING_in,257,1
08/03/22,L2_KWAI_TSING_in,316,1
09/03/22,L2_KWAI_TSING_in,344,1
10/03/22,L2_KWAI_TSING_in,305,1
11/03/22,L2_KWAI_TSING_in,275,1
12/03/22,L2_KWAI_TSING_in,296,1
13/03/22,L2_KWAI_TSING_in,77,1
14/03/22,L2_KWAI_TSING_in,299,1
15/03/22,L2_KWAI_TSING_in,306,1
16/03/22,L2_KWAI_TSING_in,311,1
17/03/22,L2_KWAI_TSING_in,239,1
18/03/22,L2_KWAI_TSING_in,226,1
19/03/22,L2_KWAI_TSING_in,203,1
20/03/22,L2_KWAI_TSING_in,73,1
21/03/22,L2_KWAI_TSING_in,281,1
22/03/22,L2_KWAI_TSING_in,221,1
23/03/22,L2_KWAI_TSING_in,265,1
24/03/22,L2_KWAI_TSING_in,225,1
25/03/22,L2_KWAI_TSING_in,190,1
26/03/22,L2_KWAI_TSING_in,167,1
27/03/22,L2_KWAI_TSING_in,56,1
28/03/22,L2_KWAI_TSING_in,252,1
29/03/22,L2_KWAI_TSING_in,202,1
30/03/22,L2_KWAI_TSING_in,249,1
31/03/22,L2_KWAI_TSING_in,600,1
01/04/22,L2_KWAI_TSING_in,249,1
02/04/22,L2_KWAI_TSING_in,147,1
03/04/22,L2_KWAI_TSING_in,33,1
04/04/22,L2_KWAI_TSING_in,235,1
05/04/22,L2_KWAI_TSING_in,33,1
06/04/22,L2_KWAI_TSING_in,236,1
07/04/22,L2_KWAI_TSING_in,340,1
08/04/22,L2_KWAI_TSING_in,237,1
09/04/22,L2_KWAI_TSING_in,230,1
10/04/22,L2_KWAI_TSING_in,39,1
11/04/22,L2_KWAI_TSING_in,224,1
12/04/22,L2_KWAI_TSING_in,225,1
13/04/22,L2_KWAI_TSING_in,563,1
14/04/22,L2_KWAI_TSING_in,276,1
15/04/22,L2_KWAI_TSING_in,14,1
16/04/22,L2_KWAI_TSING_in,43,1
17/04/22,L2_KWAI_TSING_in,15,1
18/04/22,L2_KWAI_TSING_in,4,1
19/04/22,L2_KWAI_TSING_in,312,1
20/04/22,L2_KWAI_TSING_in,334,1
21/04/22,L2_KWAI_TSING_in,661,1
22/04/22,L2_KWAI_TSING_in,223,1
23/04/22,L2_KWAI_TSING_in,157,1
24/04/22,L2_KWAI_TSING_in,27,1
25/04/22,L2_KWAI_TSING_in,160,1
26/04/22,L2_KWAI_TSING_in,274,1
27/04/22,L2_KWAI_TSING_in,309,1
28/04/22,L2_KWAI_TSING_in,214,1
29/04/22,L2_KWAI_TSING_in,641,1
30/04/22,L2_KWAI_TSING_in,165,1
01/05/22,L2_KWAI_TSING_in,14,1
02/05/22,L2_KWAI_TSING_in,37,1
03/05/22,L2_KWAI_TSING_in,261,1
04/05/22,L2_KWAI_TSING_in,336,1
05/05/22,L2_KWAI_TSING_in,693,1
06/05/22,L2_KWAI_TSING_in,195,1
07/05/22,L2_KWAI_TSING_in,164,1
08/05/22,L2_KWAI_TSING_in,13,1
09/05/22,L2_KWAI_TSING_in,45,1
10/05/22,L2_KWAI_TSING_in,173,1
11/05/22,L2_KWAI_TSING_in,327,1
12/05/22,L2_KWAI_TSING_in,466,1
13/05/22,L2_KWAI_TSING_in,537,1
14/05/22,L2_KWAI_TSING_in,176,1
15/05/22,L2_KWAI_TSING_in,35,1
16/05/22,L2_KWAI_TSING_in,249,1
17/05/22,L2_KWAI_TSING_in,301,1
01/03/22,L2_KWAI_TSING_out,478,1
02/03/22,L2_KWAI_TSING_out,611,1
03/03/22,L2_KWAI_TSING_out,783,1
04/03/22,L2_KWAI_TSING_out,595,1
05/03/22,L2_KWAI_TSING_out,409,1
06/03/22,L2_KWAI_TSING_out,213,1
07/03/22,L2_KWAI_TSING_out,693,1
08/03/22,L2_KWAI_TSING_out,949,1
09/03/22,L2_KWAI_TSING_out,941,1
10/03/22,L2_KWAI_TSING_out,577,1
11/03/22,L2_KWAI_TSING_out,673,1
12/03/22,L2_KWAI_TSING_out,468,1
13/03/22,L2_KWAI_TSING_out,427,1
14/03/22,L2_KWAI_TSING_out,625,1
15/03/22,L2_KWAI_TSING_out,605,1
16/03/22,L2_KWAI_TSING_out,940,1
17/03/22,L2_KWAI_TSING_out,805,1
18/03/22,L2_KWAI_TSING_out,7688,1
19/03/22,L2_KWAI_TSING_out,5077,1
20/03/22,L2_KWAI_TSING_out,252,1
21/03/22,L2_KWAI_TSING_out,552,1
22/03/22,L2_KWAI_TSING_out,542,1
23/03/22,L2_KWAI_TSING_out,10956,1
24/03/22,L2_KWAI_TSING_out,380,1
25/03/22,L2_KWAI_TSING_out,349,1
26/03/22,L2_KWAI_TSING_out,347,1
27/03/22,L2_KWAI_TSING_out,134,1
28/03/22,L2_KWAI_TSING_out,445,1
29/03/22,L2_KWAI_TSING_out,5925,1
30/03/22,L2_KWAI_TSING_out,573,1
31/03/22,L2_KWAI_TSING_out,465,1
01/04/22,L2_KWAI_TSING_out,291,1
02/04/22,L2_KWAI_TSING_out,193,1
03/04/22,L2_KWAI_TSING_out,200,1
04/04/22,L2_KWAI_TSING_out,295,1
05/04/22,L2_KWAI_TSING_out,93,1
06/04/22,L2_KWAI_TSING_out,6186,1
07/04/22,L2_KWAI_TSING_out,508,1
08/04/22,L2_KWAI_TSING_out,314,1
09/04/22,L2_KWAI_TSING_out,340,1
10/04/22,L2_KWAI_TSING_out,276,1
11/04/22,L2_KWAI_TSING_out,610,1
12/04/22,L2_KWAI_TSING_out,5076,1
13/04/22,L2_KWAI_TSING_out,2206,1
14/04/22,L2_KWAI_TSING_out,312,1
15/04/22,L2_KWAI_TSING_out,15,1
16/04/22,L2_KWAI_TSING_out,14,1
17/04/22,L2_KWAI_TSING_out,13,1
18/04/22,L2_KWAI_TSING_out,287,1
19/04/22,L2_KWAI_TSING_out,849,1
20/04/22,L2_KWAI_TSING_out,1093,1
21/04/22,L2_KWAI_TSING_out,5800,1
22/04/22,L2_KWAI_TSING_out,399,1
23/04/22,L2_KWAI_TSING_out,103,1
24/04/22,L2_KWAI_TSING_out,298,1
25/04/22,L2_KWAI_TSING_out,407,1
26/04/22,L2_KWAI_TSING_out,571,1
27/04/22,L2_KWAI_TSING_out,466,1
28/04/22,L2_KWAI_TSING_out,6236,1
29/04/22,L2_KWAI_TSING_out,406,1
30/04/22,L2_KWAI_TSING_out,140,1
01/05/22,L2_KWAI_TSING_out,28,1
02/05/22,L2_KWAI_TSING_out,224,1
03/05/22,L2_KWAI_TSING_out,1777,1
04/05/22,L2_KWAI_TSING_out,5419,1
05/05/22,L2_KWAI_TSING_out,550,1
06/05/22,L2_KWAI_TSING_out,430,1
07/05/22,L2_KWAI_TSING_out,192,1
08/05/22,L2_KWAI_TSING_out,57,1
09/05/22,L2_KWAI_TSING_out,186,1
10/05/22,L2_KWAI_TSING_out,466,1
11/05/22,L2_KWAI_TSING_out,643,1
12/05/22,L2_KWAI_TSING_out,622,1
13/05/22,L2_KWAI_TSING_out,3910,1
14/05/22,L2_KWAI_TSING_out,272,1
15/05/22,L2_KWAI_TSING_out,283,1
16/05/22,L2_KWAI_TSING_out,523,1
17/05/22,L2_KWAI_TSING_out,497,1
01/03/22,L2_KWUN_TONG_in,220,1
02/03/22,L2_KWUN_TONG_in,304,1
03/03/22,L2_KWUN_TONG_in,262,1
04/03/22,L2_KWUN_TONG_in,357,1
05/03/22,L2_KWUN_TONG_in,162,1
06/03/22,L2_KWUN_TONG_in,43,1
07/03/22,L2_KWUN_TONG_in,283,1
08/03/22,L2_KWUN_TONG_in,416,1
09/03/22,L2_KWUN_TONG_in,389,1
10/03/22,L2_KWUN_TONG_in,351,1
11/03/22,L2_KWUN_TONG_in,409,1
12/03/22,L2_KWUN_TONG_in,283,1
13/03/22,L2_KWUN_TONG_in,60,1
14/03/22,L2_KWUN_TONG_in,347,1
15/03/22,L2_KWUN_TONG_in,339,1
16/03/22,L2_KWUN_TONG_in,350,1
17/03/22,L2_KWUN_TONG_in,336,1
18/03/22,L2_KWUN_TONG_in,389,1
19/03/22,L2_KWUN_TONG_in,240,1
20/03/22,L2_KWUN_TONG_in,80,1
21/03/22,L2_KWUN_TONG_in,358,1
22/03/22,L2_KWUN_TONG_in,333,1
23/03/22,L2_KWUN_TONG_in,368,1
24/03/22,L2_KWUN_TONG_in,280,1
25/03/22,L2_KWUN_TONG_in,256,1
26/03/22,L2_KWUN_TONG_in,209,1
27/03/22,L2_KWUN_TONG_in,61,1
28/03/22,L2_KWUN_TONG_in,330,1
29/03/22,L2_KWUN_TONG_in,308,1
30/03/22,L2_KWUN_TONG_in,327,1
31/03/22,L2_KWUN_TONG_in,5188,1
01/04/22,L2_KWUN_TONG_in,290,1
02/04/22,L2_KWUN_TONG_in,199,1
03/04/22,L2_KWUN_TONG_in,67,1
04/04/22,L2_KWUN_TONG_in,301,1
05/04/22,L2_KWUN_TONG_in,35,1
06/04/22,L2_KWUN_TONG_in,379,1
07/04/22,L2_KWUN_TONG_in,620,1
08/04/22,L2_KWUN_TONG_in,314,1
09/04/22,L2_KWUN_TONG_in,235,1
10/04/22,L2_KWUN_TONG_in,23,1
11/04/22,L2_KWUN_TONG_in,361,1
12/04/22,L2_KWUN_TONG_in,305,1
13/04/22,L2_KWUN_TONG_in,1193,1
14/04/22,L2_KWUN_TONG_in,371,1
15/04/22,L2_KWUN_TONG_in,43,1
16/04/22,L2_KWUN_TONG_in,33,1
17/04/22,L2_KWUN_TONG_in,25,1
18/04/22,L2_KWUN_TONG_in,27,1
19/04/22,L2_KWUN_TONG_in,355,1
20/04/22,L2_KWUN_TONG_in,503,1
21/04/22,L2_KWUN_TONG_in,1262,1
22/04/22,L2_KWUN_TONG_in,339,1
23/04/22,L2_KWUN_TONG_in,246,1
24/04/22,L2_KWUN_TONG_in,78,1
25/04/22,L2_KWUN_TONG_in,292,1
26/04/22,L2_KWUN_TONG_in,350,1
27/04/22,L2_KWUN_TONG_in,430,1
28/04/22,L2_KWUN_TONG_in,300,1
29/04/22,L2_KWUN_TONG_in,1244,1
30/04/22,L2_KWUN_TONG_in,216,1
01/05/22,L2_KWUN_TONG_in,72,1
02/05/22,L2_KWUN_TONG_in,22,1
03/05/22,L2_KWUN_TONG_in,315,1
04/05/22,L2_KWUN_TONG_in,386,1
05/05/22,L2_KWUN_TONG_in,1351,1
06/05/22,L2_KWUN_TONG_in,412,1
07/05/22,L2_KWUN_TONG_in,188,1
08/05/22,L2_KWUN_TONG_in,48,1
09/05/22,L2_KWUN_TONG_in,21,1
10/05/22,L2_KWUN_TONG_in,313,1
11/05/22,L2_KWUN_TONG_in,370,1
12/05/22,L2_KWUN_TONG_in,462,1
13/05/22,L2_KWUN_TONG_in,985,1
14/05/22,L2_KWUN_TONG_in,277,1
15/05/22,L2_KWUN_TONG_in,76,1
16/05/22,L2_KWUN_TONG_in,345,1
17/05/22,L2_KWUN_TONG_in,403,1
01/03/22,L2_KWUN_TONG_out,209,1
02/03/22,L2_KWUN_TONG_out,124,1
03/03/22,L2_KWUN_TONG_out,159,1
04/03/22,L2_KWUN_TONG_out,217,1
05/03/22,L2_KWUN_TONG_out,121,1
06/03/22,L2_KWUN_TONG_out,59,1
07/03/22,L2_KWUN_TONG_out,208,1
08/03/22,L2_KWUN_TONG_out,278,1
09/03/22,L2_KWUN_TONG_out,310,1
10/03/22,L2_KWUN_TONG_out,243,1
11/03/22,L2_KWUN_TONG_out,286,1
12/03/22,L2_KWUN_TONG_out,187,1
13/03/22,L2_KWUN_TONG_out,166,1
14/03/22,L2_KWUN_TONG_out,290,1
15/03/22,L2_KWUN_TONG_out,264,1
16/03/22,L2_KWUN_TONG_out,355,1
17/03/22,L2_KWUN_TONG_out,319,1
18/03/22,L2_KWUN_TONG_out,301,1
19/03/22,L2_KWUN_TONG_out,141,1
20/03/22,L2_KWUN_TONG_out,92,1
21/03/22,L2_KWUN_TONG_out,215,1
22/03/22,L2_KWUN_TONG_out,232,1
23/03/22,L2_KWUN_TONG_out,245,1
24/03/22,L2_KWUN_TONG_out,193,1
25/03/22,L2_KWUN_TONG_out,134,1
26/03/22,L2_KWUN_TONG_out,178,1
27/03/22,L2_KWUN_TONG_out,91,1
28/03/22,L2_KWUN_TONG_out,176,1
29/03/22,L2_KWUN_TONG_out,177,1
30/03/22,L2_KWUN_TONG_out,330,1
31/03/22,L2_KWUN_TONG_out,195,1
01/04/22,L2_KWUN_TONG_out,145,1
02/04/22,L2_KWUN_TONG_out,90,1
03/04/22,L2_KWUN_TONG_out,107,1
04/04/22,L2_KWUN_TONG_out,160,1
05/04/22,L2_KWUN_TONG_out,75,1
06/04/22,L2_KWUN_TONG_out,242,1
07/04/22,L2_KWUN_TONG_out,182,1
08/04/22,L2_KWUN_TONG_out,146,1
09/04/22,L2_KWUN_TONG_out,132,1
10/04/22,L2_KWUN_TONG_out,65,1
11/04/22,L2_KWUN_TONG_out,198,1
12/04/22,L2_KWUN_TONG_out,174,1
13/04/22,L2_KWUN_TONG_out,244,1
14/04/22,L2_KWUN_TONG_out,181,1
15/04/22,L2_KWUN_TONG_out,36,1
16/04/22,L2_KWUN_TONG_out,48,1
17/04/22,L2_KWUN_TONG_out,22,1
18/04/22,L2_KWUN_TONG_out,315,1
19/04/22,L2_KWUN_TONG_out,303,1
20/04/22,L2_KWUN_TONG_out,329,1
21/04/22,L2_KWUN_TONG_out,172,1
22/04/22,L2_KWUN_TONG_out,274,1
23/04/22,L2_KWUN_TONG_out,146,1
24/04/22,L2_KWUN_TONG_out,178,1
25/04/22,L2_KWUN_TONG_out,299,1
26/04/22,L2_KWUN_TONG_out,212,1
27/04/22,L2_KWUN_TONG_out,243,1
28/04/22,L2_KWUN_TONG_out,237,1
29/04/22,L2_KWUN_TONG_out,197,1
30/04/22,L2_KWUN_TONG_out,139,1
01/05/22,L2_KWUN_TONG_out,39,1
02/05/22,L2_KWUN_TONG_out,100,1
03/05/22,L2_KWUN_TONG_out,253,1
04/05/22,L2_KWUN_TONG_out,199,1
05/05/22,L2_KWUN_TONG_out,179,1
06/05/22,L2_KWUN_TONG_out,197,1
07/05/22,L2_KWUN_TONG_out,134,1
08/05/22,L2_KWUN_TONG_out,49,1
09/05/22,L2_KWUN_TONG_out,52,1
10/05/22,L2_KWUN_TONG_out,283,1
11/05/22,L2_KWUN_TONG_out,797,1
12/05/22,L2_KWUN_TONG_out,509,1
13/05/22,L2_KWUN_TONG_out,485,1
14/05/22,L2_KWUN_TONG_out,208,1
15/05/22,L2_KWUN_TONG_out,114,1
16/05/22,L2_KWUN_TONG_out,298,1
17/05/22,L2_KWUN_TONG_out,267,1
01/03/22,L2_NORTH_in,70,1
02/03/22,L2_NORTH_in,140,1
03/03/22,L2_NORTH_in,103,1
04/03/22,L2_NORTH_in,108,1
05/03/22,L2_NORTH_in,77,1
06/03/22,L2_NORTH_in,7,1
07/03/22,L2_NORTH_in,140,1
08/03/22,L2_NORTH_in,135,1
09/03/22,L2_NORTH_in,136,1
10/03/22,L2_NORTH_in,141,1
11/03/22,L2_NORTH_in,128,1
12/03/22,L2_NORTH_in,110,1
13/03/22,L2_NORTH_in,5,1
14/03/22,L2_NORTH_in,111,1
15/03/22,L2_NORTH_in,102,1
16/03/22,L2_NORTH_in,143,1
17/03/22,L2_NORTH_in,120,1
18/03/22,L2_NORTH_in,114,1
19/03/22,L2_NORTH_in,86,1
20/03/22,L2_NORTH_in,4,1
21/03/22,L2_NORTH_in,146,1
22/03/22,L2_NORTH_in,97,1
23/03/22,L2_NORTH_in,115,1
24/03/22,L2_NORTH_in,99,1
25/03/22,L2_NORTH_in,77,1
26/03/22,L2_NORTH_in,75,1
27/03/22,L2_NORTH_in,8,1
28/03/22,L2_NORTH_in,157,1
29/03/22,L2_NORTH_in,106,1
30/03/22,L2_NORTH_in,134,1
31/03/22,L2_NORTH_in,2801,1
01/04/22,L2_NORTH_in,95,1
02/04/22,L2_NORTH_in,60,1
03/04/22,L2_NORTH_in,2,1
04/04/22,L2_NORTH_in,154,1
05/04/22,L2_NORTH_in,1,1
06/04/22,L2_NORTH_in,130,1
07/04/22,L2_NORTH_in,282,1
08/04/22,L2_NORTH_in,122,1
09/04/22,L2_NORTH_in,81,1
10/04/22,L2_NORTH_in,0,1
11/04/22,L2_NORTH_in,145,1
12/04/22,L2_NORTH_in,108,1
13/04/22,L2_NORTH_in,545,1
14/04/22,L2_NORTH_in,159,1
15/04/22,L2_NORTH_in,1,1
16/04/22,L2_NORTH_in,12,1
17/04/22,L2_NORTH_in,1,1
18/04/22,L2_NORTH_in,1,1
19/04/22,L2_NORTH_in,149,1
20/04/22,L2_NORTH_in,154,1
21/04/22,L2_NORTH_in,696,1
22/04/22,L2_NORTH_in,124,1
23/04/22,L2_NORTH_in,75,1
24/04/22,L2_NORTH_in,0,1
25/04/22,L2_NORTH_in,83,1
26/04/22,L2_NORTH_in,118,1
27/04/22,L2_NORTH_in,127,1
28/04/22,L2_NORTH_in,144,1
29/04/22,L2_NORTH_in,586,1
30/04/22,L2_NORTH_in,79,1
01/05/22,L2_NORTH_in,6,1
02/05/22,L2_NORTH_in,3,1
03/05/22,L2_NORTH_in,139,1
04/05/22,L2_NORTH_in,103,1
05/05/22,L2_NORTH_in,665,1
06/05/22,L2_NORTH_in,189,1
07/05/22,L2_NORTH_in,87,1
08/05/22,L2_NORTH_in,5,1
09/05/22,L2_NORTH_in,1,1
10/05/22,L2_NORTH_in,96,1
11/05/22,L2_NORTH_in,108,1
12/05/22,L2_NORTH_in,178,1
13/05/22,L2_NORTH_in,406,1
14/05/22,L2_NORTH_in,131,1
15/05/22,L2_NORTH_in,12,1
16/05/22,L2_NORTH_in,226,1
17/05/22,L2_NORTH_in,138,1
01/03/22,L2_NORTH_out,41,1
02/03/22,L2_NORTH_out,17,1
03/03/22,L2_NORTH_out,22,1
04/03/22,L2_NORTH_out,14,1
05/03/22,L2_NORTH_out,3,1
06/03/22,L2_NORTH_out,2,1
07/03/22,L2_NORTH_out,6,1
08/03/22,L2_NORTH_out,23,1
09/03/22,L2_NORTH_out,14,1
10/03/22,L2_NORTH_out,10,1
11/03/22,L2_NORTH_out,2,1
12/03/22,L2_NORTH_out,0,1
13/03/22,L2_NORTH_out,1,1
14/03/22,L2_NORTH_out,5,1
15/03/22,L2_NORTH_out,21,1
16/03/22,L2_NORTH_out,21,1
17/03/22,L2_NORTH_out,23,1
18/03/22,L2_NORTH_out,1,1
19/03/22,L2_NORTH_out,14,1
20/03/22,L2_NORTH_out,10,1
21/03/22,L2_NORTH_out,16,1
22/03/22,L2_NORTH_out,31,1
23/03/22,L2_NORTH_out,12,1
24/03/22,L2_NORTH_out,15,1
25/03/22,L2_NORTH_out,9,1
26/03/22,L2_NORTH_out,3,1
27/03/22,L2_NORTH_out,0,1
28/03/22,L2_NORTH_out,0,1
29/03/22,L2_NORTH_out,17,1
30/03/22,L2_NORTH_out,13,1
31/03/22,L2_NORTH_out,9,1
01/04/22,L2_NORTH_out,5,1
02/04/22,L2_NORTH_out,1,1
03/04/22,L2_NORTH_out,1,1
04/04/22,L2_NORTH_out,2,1
05/04/22,L2_NORTH_out,4,1
06/04/22,L2_NORTH_out,1,1
07/04/22,L2_NORTH_out,33,1
08/04/22,L2_NORTH_out,10,1
09/04/22,L2_NORTH_out,1,1
10/04/22,L2_NORTH_out,0,1
11/04/22,L2_NORTH_out,2,1
12/04/22,L2_NORTH_out,15,1
13/04/22,L2_NORTH_out,14,1
14/04/22,L2_NORTH_out,3,1
15/04/22,L2_NORTH_out,1,1
16/04/22,L2_NORTH_out,0,1
17/04/22,L2_NORTH_out,0,1
18/04/22,L2_NORTH_out,7,1
19/04/22,L2_NORTH_out,19,1
20/04/22,L2_NORTH_out,17,1
21/04/22,L2_NORTH_out,11,1
22/04/22,L2_NORTH_out,10,1
23/04/22,L2_NORTH_out,1,1
24/04/22,L2_NORTH_out,1,1
25/04/22,L2_NORTH_out,3,1
26/04/22,L2_NORTH_out,22,1
27/04/22,L2_NORTH_out,18,1
28/04/22,L2_NORTH_out,7,1
29/04/22,L2_NORTH_out,4,1
30/04/22,L2_NORTH_out,3,1
01/05/22,L2_NORTH_out,0,1
02/05/22,L2_NORTH_out,1,1
03/05/22,L2_NORTH_out,17,1
04/05/22,L2_NORTH_out,20,1
05/05/22,L2_NORTH_out,10,1
06/05/22,L2_NORTH_out,9,1
07/05/22,L2_NORTH_out,10,1
08/05/22,L2_NORTH_out,5,1
09/05/22,L2_NORTH_out,1,1
10/05/22,L2_NORTH_out,19,1
11/05/22,L2_NORTH_out,13,1
12/05/22,L2_NORTH_out,7,1
13/05/22,L2_NORTH_out,13,1
14/05/22,L2_NORTH_out,16,1
15/05/22,L2_NORTH_out,8,1
16/05/22,L2_NORTH_out,12,1
17/05/22,L2_NORTH_out,18,1
01/03/22,L2_SAI_KUNG_in,205,1
02/03/22,L2_SAI_KUNG_in,296,1
03/03/22,L2_SAI_KUNG_in,300,1
04/03/22,L2_SAI_KUNG_in,325,1
05/03/22,L2_SAI_KUNG_in,220,1
06/03/22,L2_SAI_KUNG_in,62,1
07/03/22,L2_SAI_KUNG_in,298,1
08/03/22,L2_SAI_KUNG_in,418,1
09/03/22,L2_SAI_KUNG_in,439,1
10/03/22,L2_SAI_KUNG_in,370,1
11/03/22,L2_SAI_KUNG_in,353,1
12/03/22,L2_SAI_KUNG_in,396,1
13/03/22,L2_SAI_KUNG_in,111,1
14/03/22,L2_SAI_KUNG_in,262,1
15/03/22,L2_SAI_KUNG_in,375,1
16/03/22,L2_SAI_KUNG_in,324,1
17/03/22,L2_SAI_KUNG_in,339,1
18/03/22,L2_SAI_KUNG_in,298,1
19/03/22,L2_SAI_KUNG_in,270,1
20/03/22,L2_SAI_KUNG_in,81,1
21/03/22,L2_SAI_KUNG_in,303,1
22/03/22,L2_SAI_KUNG_in,355,1
23/03/22,L2_SAI_KUNG_in,347,1
24/03/22,L2_SAI_KUNG_in,293,1
25/03/22,L2_SAI_KUNG_in,241,1
26/03/22,L2_SAI_KUNG_in,270,1
27/03/22,L2_SAI_KUNG_in,31,1
28/03/22,L2_SAI_KUNG_in,270,1
29/03/22,L2_SAI_KUNG_in,248,1
30/03/22,L2_SAI_KUNG_in,282,1
31/03/22,L2_SAI_KUNG_in,7728,1
01/04/22,L2_SAI_KUNG_in,291,1
02/04/22,L2_SAI_KUNG_in,256,1
03/04/22,L2_SAI_KUNG_in,24,1
04/04/22,L2_SAI_KUNG_in,251,1
05/04/22,L2_SAI_KUNG_in,22,1
06/04/22,L2_SAI_KUNG_in,324,1
07/04/22,L2_SAI_KUNG_in,756,1
08/04/22,L2_SAI_KUNG_in,324,1
09/04/22,L2_SAI_KUNG_in,205,1
10/04/22,L2_SAI_KUNG_in,28,1
11/04/22,L2_SAI_KUNG_in,258,1
12/04/22,L2_SAI_KUNG_in,301,1
13/04/22,L2_SAI_KUNG_in,1541,1
14/04/22,L2_SAI_KUNG_in,357,1
15/04/22,L2_SAI_KUNG_in,19,1
16/04/22,L2_SAI_KUNG_in,16,1
17/04/22,L2_SAI_KUNG_in,12,1
18/04/22,L2_SAI_KUNG_in,9,1
19/04/22,L2_SAI_KUNG_in,361,1
20/04/22,L2_SAI_KUNG_in,437,1
21/04/22,L2_SAI_KUNG_in,1477,1
22/04/22,L2_SAI_KUNG_in,290,1
23/04/22,L2_SAI_KUNG_in,201,1
24/04/22,L2_SAI_KUNG_in,34,1
25/04/22,L2_SAI_KUNG_in,193,1
26/04/22,L2_SAI_KUNG_in,273,1
27/04/22,L2_SAI_KUNG_in,355,1
28/04/22,L2_SAI_KUNG_in,307,1
29/04/22,L2_SAI_KUNG_in,1509,1
30/04/22,L2_SAI_KUNG_in,226,1
01/05/22,L2_SAI_KUNG_in,22,1
02/05/22,L2_SAI_KUNG_in,18,1
03/05/22,L2_SAI_KUNG_in,269,1
04/05/22,L2_SAI_KUNG_in,351,1
05/05/22,L2_SAI_KUNG_in,1650,1
06/05/22,L2_SAI_KUNG_in,386,1
07/05/22,L2_SAI_KUNG_in,189,1
08/05/22,L2_SAI_KUNG_in,20,1
