,time,type,y
334,2022/05/30,L2_TAI_PO_out,5.0
335,2022/05/31,L2_TAI_PO_out,1.0
336,2022/05/18,L2_TSUEN_WAN_in,193.0
337,2022/05/19,L2_TSUEN_WAN_in,573.0
338,2022/05/20,L2_TSUEN_WAN_in,120.0
339,2022/05/21,L2_TSUEN_WAN_in,93.0
340,2022/05/22,L2_TSUEN_WAN_in,32.0
341,2022/05/23,L2_TSUEN_WAN_in,158.0
342,2022/05/24,L2_TSUEN_WAN_in,207.0
343,2022/05/25,L2_TSUEN_WAN_in,232.0
344,2022/05/26,L2_TSUEN_WAN_in,226.0
345,2022/05/27,L2_TSUEN_WAN_in,159.0
346,2022/05/28,L2_TSUEN_WAN_in,138.0
347,2022/05/29,L2_TSUEN_WAN_in,27.0
348,2022/05/30,L2_TSUEN_WAN_in,735.0
349,2022/05/31,L2_TSUEN_WAN_in,547.0
350,2022/05/18,L2_TSUEN_WAN_out,268.0
351,2022/05/19,L2_TSUEN_WAN_out,239.0
352,2022/05/20,L2_TSUEN_WAN_out,224.0
353,2022/05/21,L2_TSUEN_WAN_out,171.0
354,2022/05/22,L2_TSUEN_WAN_out,154.0
355,2022/05/23,L2_TSUEN_WAN_out,399.0
356,2022/05/24,L2_TSUEN_WAN_out,266.0
357,2022/05/25,L2_TSUEN_WAN_out,240.0
358,2022/05/26,L2_TSUEN_WAN_out,261.0
359,2022/05/27,L2_TSUEN_WAN_out,188.0
360,2022/05/28,L2_TSUEN_WAN_out,124.0
361,2022/05/29,L2_TSUEN_WAN_out,146.0
362,2022/05/30,L2_TSUEN_WAN_out,312.0
363,2022/05/31,L2_TSUEN_WAN_out,24.0
364,2022/05/18,L2_TUEN_MUN_in,249.0
365,2022/05/19,L2_TUEN_MUN_in,221.0
366,2022/05/20,L2_TUEN_MUN_in,188.0
367,2022/05/21,L2_TUEN_MUN_in,173.0
368,2022/05/22,L2_TUEN_MUN_in,79.0
369,2022/05/23,L2_TUEN_MUN_in,168.0
370,2022/05/24,L2_TUEN_MUN_in,313.0
